"group","rsp_column","vars_present","hv_axes","n_rows","n_axes","n_numeric_vars_used","n_factor_vars_used"
"veg","rsp_veg","crop_type, NDVI","NDVI, crop_typeArtificial_land, crop_typeBarley, crop_typeCommon_wheat, crop_typeGrassland, crop_typeMaize, crop_typeOther_fod_crops, crop_typePotatoes, crop_typePuls_veg_flow, crop_typeSugar_beet, crop_typeSunflower, crop_typewater, crop_typeWood_shrubland",14701,1,1,1
