"group","rsp_column","vars_present","hv_axes","n_rows","n_axes","n_numeric_vars_used","n_factor_vars_used"
"weather","rsp_weather","temp_2m, t_precipitation, uc_wind_10m, vc_wind_10m, wind_speed_10m","temp_2m, t_precipitation, uc_wind_10m, vc_wind_10m, wind_speed_10m",14701,1,5,0
