"group","rsp_column","vars_present","hv_axes","n_rows","n_axes","n_numeric_vars_used","n_factor_vars_used"
"soil","rsp_soil","org_carbon, org_carbon_st, bulk_dens, nitrog, swi_T5, swi_T2, swi_T10","org_carbon, org_carbon_st, bulk_dens, nitrog, swi_T5, swi_T2, swi_T10",14646,1,7,0
