"model","term","id","x","y"
"Soil","Soil water index (T15)","5181",-6.0771545583178,4.41386866459242
"Soil","Soil water index (T15)","5181",-5.94783075847059,4.31994012250024
"Soil","Soil water index (T15)","5181",-5.81850695862338,4.22601158040806
"Soil","Soil water index (T15)","5181",-5.68918315877617,4.13208303831589
"Soil","Soil water index (T15)","5181",-5.55985935892896,4.03815449622371
"Soil","Soil water index (T15)","5181",-5.43053555908175,3.94422595413153
"Soil","Soil water index (T15)","5181",-5.30121175923454,3.85029741203936
"Soil","Soil water index (T15)","5181",-5.17188795938733,3.75636886994718
"Soil","Soil water index (T15)","5181",-5.04256415954012,3.662440327855
"Soil","Soil water index (T15)","5181",-4.91324035969291,3.56851178576283
"Soil","Soil water index (T15)","5181",-4.78391655984571,3.47458324367065
"Soil","Soil water index (T15)","5181",-4.6545927599985,3.38065470157847
"Soil","Soil water index (T15)","5181",-4.52526896015129,3.28672615948629
"Soil","Soil water index (T15)","5181",-4.39594516030408,3.19279761739412
"Soil","Soil water index (T15)","5181",-4.26662136045687,3.09886907530194
"Soil","Soil water index (T15)","5181",-4.13729756060966,3.00494053320976
"Soil","Soil water index (T15)","5181",-4.00797376076245,2.91101199111759
"Soil","Soil water index (T15)","5181",-3.87864996091524,2.81708344902541
"Soil","Soil water index (T15)","5181",-3.74932616106803,2.72315490693323
"Soil","Soil water index (T15)","5181",-3.62000236122082,2.62922636484106
"Soil","Soil water index (T15)","5181",-3.49067856137361,2.53529782274888
"Soil","Soil water index (T15)","5181",-3.3613547615264,2.4413692806567
"Soil","Soil water index (T15)","5181",-3.23203096167919,2.34744073856452
"Soil","Soil water index (T15)","5181",-3.10270716183199,2.25351219647235
"Soil","Soil water index (T15)","5181",-2.97338336198478,2.15958365438017
"Soil","Soil water index (T15)","5181",-2.84405956213757,2.06565511228799
"Soil","Soil water index (T15)","5181",-2.71473576229036,1.97172657019582
"Soil","Soil water index (T15)","5181",-2.58541196244315,1.87779802810364
"Soil","Soil water index (T15)","5181",-2.45608816259594,1.78386948601146
"Soil","Soil water index (T15)","5181",-2.32676436274873,1.68994094391929
"Soil","Soil water index (T15)","5181",-2.19744056290152,1.59601240182711
"Soil","Soil water index (T15)","5181",-2.06811676305431,1.50208385973493
"Soil","Soil water index (T15)","5181",-1.9387929632071,1.40815531764275
"Soil","Soil water index (T15)","5181",-1.80946916335989,1.31422677555058
"Soil","Soil water index (T15)","5181",-1.68014536351268,1.2202982334584
"Soil","Soil water index (T15)","5181",-1.55082156366547,1.12636969136622
"Soil","Soil water index (T15)","5181",-1.42149776381827,1.03244114927405
"Soil","Soil water index (T15)","5181",-1.29217396397106,0.938512607181869
"Soil","Soil water index (T15)","5181",-1.16285016412385,0.844584065089692
"Soil","Soil water index (T15)","5181",-1.03352636427664,0.750655522997515
"Soil","Soil water index (T15)","5181",-0.904202564429428,0.656726980905338
"Soil","Soil water index (T15)","5181",-0.774878764582219,0.562798438813161
"Soil","Soil water index (T15)","5181",-0.64555496473501,0.468869896720984
"Soil","Soil water index (T15)","5181",-0.516231164887801,0.374941354628807
"Soil","Soil water index (T15)","5181",-0.386907365040591,0.28101281253663
"Soil","Soil water index (T15)","5181",-0.257583565193382,0.187084270444453
"Soil","Soil water index (T15)","5181",-0.128259765346173,0.0931557283522762
"Soil","Soil water index (T15)","5181",0.0010640345010362,-0.000772813739900826
"Soil","Soil water index (T15)","5181",0.130387834348246,-0.0947013558320785
"Soil","Soil water index (T15)","5181",0.259711634195456,-0.188629897924255
"Soil","Soil water index (T15)","5181",0.389035434042665,-0.282558440016432
"Soil","Soil water index (T15)","5181",0.518359233889874,-0.376486982108609
"Soil","Soil water index (T15)","5181",0.647683033737083,-0.470415524200786
"Soil","Soil water index (T15)","5181",0.777006833584292,-0.564344066292964
"Soil","Soil water index (T15)","5181",0.906330633431502,-0.65827260838514
"Soil","Soil water index (T15)","5181",1.03565443327871,-0.752201150477318
"Soil","Soil water index (T15)","5181",1.16497823312592,-0.846129692569494
"Soil","Soil water index (T15)","5181",1.29430203297313,-0.940058234661671
"Soil","Soil water index (T15)","5181",1.42362583282034,-1.03398677675385
"Soil","Soil water index (T15)","5181",1.55294963266755,-1.12791531884602
"Soil","Soil water index (T15)","5264",-6.0771545583178,1.38571554546091
"Soil","Soil water index (T15)","5264",-5.94783075847059,1.35622707382066
"Soil","Soil water index (T15)","5264",-5.81850695862338,1.32673860218041
"Soil","Soil water index (T15)","5264",-5.68918315877617,1.29725013054017
"Soil","Soil water index (T15)","5264",-5.55985935892896,1.26776165889992
