"group","rsp_column","vars_present","hv_axes","n_rows","n_axes","n_numeric_vars_used","n_factor_vars_used"
"food","rsp_food","etf_abundance_r, etf_abundance, swi_T15","etf_abundance_r, etf_abundance, swi_T15",14700,1,3,0
