"group","rsp_column","vars_present","hv_axes","n_rows","n_axes","n_numeric_vars_used","n_factor_vars_used"
"humans","rsp_humans","pop_dens, crop_intens, thp","pop_dens, thp, crop_intens.multi_season, crop_intensBackground, crop_intensDouble.season, crop_intensSingle_season",14701,1,2,1
